Activity,Mobility,Complexity,Kurtosis,2nd Difference Mean,2nd Difference Max,Coeffiecient of Variation,Skewness,1st Difference Mean,1st Difference Max,Wavelet Approximate Mean,Wavelet Approximate Std Deviation,Wavelet Detailed Mean,Wavelet Detailed Std Deviation,Wavelet Approximate Energy,Wavelet Detailed Energy,Wavelet Approximate Entropy,Wavelet Detailed Entropy,Variance,Mean of Vertex to Vertex Slope,FFT Delta MaxPower,FFT Theta MaxPower,FFT Alpha MaxPower,FFT Beta MaxPower,Autro Regressive Mode Order 3 Coefficients for each channel ->,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62.91245786,0.880882439,2.033867394,-0.045354759,3.741705523,16.84544391,5.173867421,0.015017721,5.19743107,32.24306958,2.85342124,9.971725439,0.24421828,4.63926945,22859.85788,4358.280292,126667.9231,18220.13032,-0.130797664,54.89038488,17.12573622,3.07780807,3.853212557,1.470853016,-0.400307761,-0.345478095,-0.096503667,-0.145994554,-0.463729828,-0.196040891,-0.658856074,-0.209941155,0.02303152,-0.111944662,-0.428414794,-0.265496748,-0.065079511,-0.488765053,-0.237950918,-0.153794562,-0.444466959,-0.178594143,-0.201704556,-0.421726497,-0.15651878,-0.379786691,-0.362637693,-0.062351931,-0.305611649,-0.450128585,-0.064158403,-0.31086904,-0.385620521,-0.102537245,-0.392383983,-0.422187917,-0.019793805,-0.421639252,-0.441746136,-0.015096292,-0.386164508,-0.452043206,-0.065770549,-0.546348702,-0.290397015,0.044695429,1
93.71983983,0.934509266,2.038209837,0.081607001,3.967404883,20.25154055,1.268026255,0.004135991,6.052241574,51.7575591,-1.308044669,11.93962408,0.594842741,6.06953697,30135.55806,7619.183685,175454.5926,40637.83094,0.042665281,103.9555487,38.08670084,5.255039502,3.530250665,1.566158842,-0.265945782,-0.608724106,-0.053037643,0.005914043,-0.572317485,-0.271552374,-0.448251812,-0.491742606,0.09022622,0.000582667,-0.574391411,-0.240949912,0.038294003,-0.63401996,-0.212962244,-0.118080475,-0.61534488,-0.143784026,-0.058516147,-0.572730934,-0.176525292,-0.155272504,-0.572394259,-0.089008051,-0.080363573,-0.613939817,-0.15657073,-0.038953505,-0.590920161,-0.173745808,-0.217893251,-0.580099322,-0.054851783,-0.265474413,-0.604534932,-0.062510385,-0.158395502,-0.579624868,-0.136095526,-0.381019537,-0.579267299,0.067264257,1
74.68453546,1.042850178,1.821344127,1.614221397,3.841034279,17.67401892,-5.791429859,0.116867183,5.62789952,71.28056621,0.188579723,10.33178955,-0.466427317,6.258580231,23255.3183,7982.345155,128035.7844,47231.87646,-0.197445418,104.9073487,16.87809937,3.91624031,3.91264813,2.136416255,-0.187857154,-0.5785621,-0.101522638,0.067082552,-0.578061076,-0.307994078,-0.401571505,-0.544878042,0.059154778,0.087506099,-0.577868686,-0.315373559,0.131895752,-0.620747432,-0.376047609,-0.028755415,-0.554807602,-0.192108705,-0.013703339,-0.544713051,-0.179483112,-0.17346393,-0.500942232,-0.076878389,-0.125841763,-0.57345023,-0.154390303,0.03380825,-0.545726422,-0.252114538,-0.142469416,-0.547741669,-0.066347588,-0.175798537,-0.625119152,-0.132250674,-0.087235366,-0.576264909,-0.148416306,-0.224098119,-0.553150469,-0.102275803,1
45.34800242,0.948742312,1.981480935,0.239306972,3.28026424,14.04243445,-6.597754192,0.161847851,4.89742802,26.5075028,-3.205537597,8.368415907,-0.112274532,4.304398806,18336.26069,3766.523303,96960.01087,14906.40841,-0.023365983,47.26760583,9.736295341,3.392861823,1.889968635,1.048507085,-0.254067266,-0.392636262,-0.240391593,-0.114685622,-0.450467737,-0.287714566,-0.497326752,-0.355268141,-0.094512895,-0.06524584,-0.461621466,-0.231386119,-0.073138051,-0.467837532,-0.315903242,-0.146267568,-0.476277359,-0.165498177,-0.08657242,-0.512003441,-0.281575062,-0.161675037,-0.392787622,-0.154847077,-0.303020968,-0.536469481,-0.102123154,-0.228615087,-0.43788135,-0.218023198,-0.206046151,-0.502953227,-0.131375489,-0.22815784,-0.472617421,-0.128564808,-0.112649159,-0.470927964,-0.184668895,-0.530297568,-0.326548326,-0.012321956,1
60.08328591,0.977646396,1.946500285,0.180730711,3.444354703,17.3620756,-13.59004737,-0.085638913,5.386581021,40.25163547,1.406537009,9.462156215,0.366619336,5.167346811,19499.66154,5433.514224,105038.3679,25680.20792,-0.017017198,69.12714636,24.40133768,2.474226837,2.032211406,0.909612116,-0.133879271,-0.557489285,-0.166195745,0.046234366,-0.55362417,-0.294878669,-0.409331778,-0.488472613,-0.020863655,0.0221465,-0.581580641,-0.270639272,0.11975783,-0.573096676,-0.337201544,-0.124576975,-0.510369745,-0.164860884,-0.1569264,-0.494723155,-0.157920863,-0.095663912,-0.477390452,-0.207635497,-0.243929779,-0.582561208,-0.069186868,-0.175661315,-0.511026576,-0.168175733,-0.159873247,-0.482388068,-0.101121803,-0.133796317,-0.543126152,-0.210242482,-0.036680796,-0.586957088,-0.226726355,-0.382635193,-0.514486062,-0.030579716,1
55.50755832,0.992251761,1.915478761,0.22696331,3.53082721,15.18963743,-1.3345674,0.185215658,5.261744202,39.77397535,-0.381210315,9.001205878,-0.308760433,5.038390862,18402.91662,5156.689424,97106.15225,23669.58263,-0.021796587,64.34144413,16.40033183,1.6463335,2.398592404,1.166574227,-0.078016269,-0.500800148,-0.181225076,0.007205045,-0.490546352,-0.272935503,-0.414929772,-0.468338113,-0.06353108,-0.116028887,-0.514017224,-0.238041671,0.034374888,-0.539731685,-0.284469835,-0.007925309,-0.560259995,-0.321434277,-0.061140499,-0.413195723,-0.164995989,-0.078344986,-0.480196015,-0.203869003,-0.255582174,-0.461530985,-0.052098165,-0.148749134,-0.545774128,-0.145342531,-0.124045986,-0.51832973,-0.212226682,-0.161031389,-0.484774197,-0.188583907,-0.040414208,-0.52209189,-0.324372558,-0.413192541,-0.537629736,0.023755435,1
54.50959649,0.884772675,2.172127946,-0.155709431,3.185326251,13.77347478,4.899907578,0.187203319,4.838640521,22.11147516,0.500646886,9.255269897,-0.059758975,4.222613926,18669.58439,3565.686006,100781.7142,13632.11934,0.049381607,43.53941489,14.49081483,2.874210279,3.091070751,0.870909941,-0.1811164,-0.499352507,-0.219085578,-0.036521431,-0.466834599,-0.317846724,-0.453985342,-0.431891831,-0.075896419,-0.134558988,-0.495667553,-0.23116994,0.041731855,-0.504150505,-0.374662033,-0.127955424,-0.465567076,-0.304278446,-0.105079252,-0.406251655,-0.23939896,-0.21006955,-0.241210352,-0.161978432,-0.374681674,-0.444723432,-0.099891512,-0.230309856,-0.367402013,-0.188591244,-0.213549796,-0.371168681,-0.187692164,-0.232005562,-0.439060712,-0.143181616,-0.256424448,-0.406110449,-0.217467828,-0.422733832,-0.455988688,-0.015071453,1
47.52290201,1.063560815,1.763069847,1.496692694,3.39428831,20.46375606,1.024683874,-0.233536655,5.147602964,49.19367127,1.477370127,8.225196978,0.310564716,5.009311304,16290.59734,5147.673232,84191.44069,25632.7594,-0.006848617,68.09564909,16.79090381,2.722235201,1.768165194,1.045405092,-0.124666422,-0.512933783,-0.199405221,0.001668715,-0.582367724,-0.314723965,-0.388460315,-0.514184816,-0.030025993,0.001255333,-0.53908594,-0.216390335,0.076316049,-0.592918365,-0.344229796,-0.073684317,-0.508892909,-0.214906083,-0.151306456,-0.470993438,-0.138162903,-0.048219231,-0.446286825,-0.137641501,-0.232384947,-0.585529098,-0.048137951,-0.082220732,-0.543749423,-0.157955162,-0.180553638,-0.552686823,-0.059013145,-0.172740139,-0.532936785,-0.0785239,0.005766745,-0.552833761,-0.218823646,-0.430372368,-0.512076692,0.066090321,1
74.90863413,0.975560481,1.908166321,1.173021615,4.077188685,46.59213398,4.570763944,-0.075818454,5.509188007,56.87739781,0.034855969,10.46160816,0.222327592,5.766376397,22964.27596,6762.425666,126942.3011,36975.00187,0.177003922,78.77471364,26.73938473,2.650729298,2.043788409,1.728851391,-0.182184923,-0.321395226,-0.381294819,-0.044217615,-0.289179005,-0.474883021,-0.356170822,-0.30680874,-0.284000048,-0.01555383,-0.227489987,-0.449479555,0.040019477,-0.251904101,-0.448871439,-0.154566198,-0.292799213,-0.408040501,-0.161641848,-0.187629114,-0.364060216,0.022615245,-0.267732725,-0.501719603,-0.196973117,-0.326581982,-0.362815547,-0.11154486,-0.318835718,-0.456303046,-0.150433236,-0.302220295,-0.428727841,-0.148427803,-0.271741138,-0.398533834,-0.217217172,-0.33831865,-0.279984479,-0.327166399,-0.339968732,-0.234803442,1
54.46437247,0.835906085,2.08629177,-0.104696853,3.480339509,15.0082818,10.91745886,-0.042230053,4.750285741,19.94482088,0.094583223,9.380424991,-0.104372156,3.89479238,20024.05534,3091.519101,110012.9563,11130.47226,0.023758396,40.00503556,19.72587332,3.187387744,5.141394106,1.725848345,-0.506164544,-0.356818884,0.034803364,-0.395429146,-0.34542854,-0.04912081,-0.5654955,-0.31717039,0.130062688,-0.248132387,-0.352817778,-0.149255929,-0.196947397,-0.426365209,-0.206436128,-0.245583183,-0.353765791,-0.14845712,-0.582315416,-0.285159222,0.132372192,-0.224144668,-0.366160932,-0.150087327,-0.406693625,-0.414216789,-0.02692754,-0.348992204,-0.459388727,-0.031773826,-0.471042659,-0.344701153,0.006973504,-0.483477369,-0.376232046,0.023740152,-0.552241554,-0.395547672,0.076277729,-0.473324508,-0.349141454,-0.006133232,1
