Activity,Mobility,Complexity,Kurtosis,2nd Difference Mean,2nd Difference Max,Coeffiecient of Variation,Skewness,1st Difference Mean,1st Difference Max,Wavelet Approximate Mean,Wavelet Approximate Std Deviation,Wavelet Detailed Mean,Wavelet Detailed Std Deviation,Wavelet Approximate Energy,Wavelet Detailed Energy,Wavelet Approximate Entropy,Wavelet Detailed Entropy,Variance,Mean of Vertex to Vertex Slope,FFT Delta MaxPower,FFT Theta MaxPower,FFT Alpha MaxPower,FFT Beta MaxPower,Autro Regressive Mode Order 3 Coefficients for each channel ->,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.71962843,0.567156965,2.511174201,0.246208609,1.953746709,9.256595342,3.982091553,0.219003725,2.43243861,14.20531538,2.491998951,8.435249511,-0.005966155,2.003654765,17408.35532,830.6183185,94227.61792,2257.628268,0.002543873,10.12851138,8.67259204,2.348822598,2.220313082,0.627295147,-1.312353306,0.529326214,-0.152724487,-0.871084,0.394518322,-0.382255497,-1.184914666,0.495689403,-0.195765531,-0.856673274,0.407651407,-0.480326871,-0.716224652,-0.021860677,-0.142294654,-1.075436164,0.518862678,-0.302368241,-1.06915444,0.195689592,-0.040760784,-0.720678851,0.398472972,-0.502396681,-0.869806566,0.472859063,-0.489117177,-0.983077862,0.488482996,-0.38113214,-1.063607629,0.409646327,-0.238467481,-1.334280773,0.664166996,-0.261781457,-1.169703485,0.461490759,-0.191859945,-1.141985753,0.363582029,-0.128148938,2
44.14164727,0.510869411,2.699990797,0.034078323,1.764626944,8.090769646,2.160828639,0.216858803,2.277359762,11.59592105,2.833389613,8.799885907,0.001396935,1.79770285,19409.17036,665.2151222,108836.7872,1686.237426,0.069877156,8.343091988,17.92232333,3.943397338,4.178940854,0.654416905,-1.450446737,0.70258604,-0.189238853,-0.974252619,0.402973585,-0.348463546,-1.34483224,0.476820699,-0.073943812,-0.971357738,0.447735694,-0.393449489,-0.713590483,0.135308414,-0.220650797,-1.132927096,0.547049502,-0.309620143,-1.017508533,0.152027773,-0.039631752,-0.912694222,0.475513841,-0.477130847,-0.714519836,0.355882255,-0.445476648,-0.940646649,0.322505758,-0.240801504,-1.121836911,0.422827539,-0.210793249,-1.427456727,0.563129778,-0.059594111,-1.169336249,0.468317691,-0.225632737,-1.249022222,0.289543791,0.04663778,2
32.29818889,0.601860957,2.399957423,0.02451843,1.906686211,9.61861332,-2.371325867,-0.090968592,2.402747276,12.25153099,2.558863154,7.467876056,0.00379768,1.954101411,14476.35668,792.1854882,74564.60034,2083.798999,0.022540958,9.840867043,10.69553134,1.598657408,1.651998684,0.857819874,-1.228487883,0.571081142,-0.277356432,-1.003927966,0.348459141,-0.229851717,-1.114736427,0.467499691,-0.294614485,-1.120964356,0.554574776,-0.369942618,-0.798290158,0.132867334,-0.155811112,-0.970313566,0.478573943,-0.358748981,-0.968449957,0.22850058,-0.171380229,-0.757941149,0.391371961,-0.503285494,-0.786037242,0.383495484,-0.410579074,-0.880133534,0.396069563,-0.320171041,-0.909227214,0.366964728,-0.255840978,-1.175152315,0.52156198,-0.289404404,-1.015197939,0.338940908,-0.20188809,-0.898308514,0.152563142,-0.116329232,2
60.30734486,0.544496835,2.902040068,0.607819996,1.857934934,8.457856494,-25.0236741,0.167651321,2.418277285,11.4166974,-1.561183678,9.449148885,-0.001789397,2.012455384,24156.58203,879.182504,151607.5408,2552.132963,0.017267491,10.30392238,21.27074581,2.674256703,1.303639354,0.892327008,-1.045383845,0.554416966,-0.412923375,-1.177750451,0.412108504,-0.202321877,-1.048051241,0.453149079,-0.350281026,-0.843665753,0.384002898,-0.443012199,-0.848060379,0.084627259,-0.12307894,-0.893919604,0.49263905,-0.343998556,-0.938757255,0.254648993,-0.160610792,-0.684491071,0.571327289,-0.575495396,-0.928530355,0.446913595,-0.419858309,-1.107051766,0.435451699,-0.281441999,-1.038820089,0.360541613,-0.271516193,-1.045618129,0.557012004,-0.467621562,-1.328919836,0.642830442,-0.281319197,-0.922554057,0.273344425,-0.181434896,2
59.64684753,0.532792825,2.948739701,0.026087449,1.982416876,8.467294149,-7.548334537,0.109417268,2.503407906,12.47027709,-0.937428085,9.773395054,-0.012440082,2.236991831,22900.17244,1034.049205,134100.6174,3075.936299,0.000989687,10.76315739,23.57775796,1.887510177,1.390738535,0.654270483,-1.015265543,0.565452544,-0.481852917,-1.119193621,0.432191901,-0.275196423,-0.837212552,0.370110258,-0.479348656,-0.975723453,0.455129605,-0.398816811,-0.8259662,0.063795265,-0.121535535,-0.980787486,0.522307767,-0.355751865,-1.017530982,0.281698746,-0.217578291,-0.588925095,0.312736479,-0.545089457,-0.75445634,0.341900563,-0.446641652,-1.082535989,0.511397552,-0.379409464,-0.957512441,0.366020574,-0.350252956,-0.935026042,0.365160435,-0.373094289,-1.165978821,0.534127088,-0.31843628,-0.741952001,0.309408469,-0.309365205,2
43.68039249,0.561083243,2.603205685,0.061781469,1.846859896,9.422059996,-16.00134307,-0.001145109,2.376598194,11.58598927,-0.275405259,8.44088666,0.001741185,1.915524625,16177.15804,777.6563271,88480.19466,2131.283778,0.01216477,9.572935671,26.98157107,2.359438841,3.186444228,0.565322497,-1.15394782,0.557130015,-0.294341107,-1.222664652,0.534775395,-0.271712532,-0.970825539,0.456045961,-0.432246033,-1.123598361,0.595342643,-0.40244708,-0.972985152,0.183568441,-0.066933365,-1.048860409,0.417905636,-0.163911201,-1.081218815,0.232308775,0.039765829,-0.659912598,0.489974926,-0.490982239,-0.897196492,0.434108694,-0.351610445,-1.033536,0.503757137,-0.378736986,-1.05091181,0.482639734,-0.329327801,-0.98839893,0.500113033,-0.382626175,-1.226529663,0.542890246,-0.238887585,-0.884765666,0.265475863,-0.143936595,2
31.02559609,0.65410984,2.208987567,0.111705582,1.816604275,8.292629705,2.332897851,0.027564527,2.405443196,11.12822517,-0.020593881,7.114683439,0.009394875,1.810908795,12693.75358,691.8973062,65368.36061,1812.917729,-0.044273874,9.585968341,17.71656394,1.50156599,4.645220577,0.797183801,-1.143215779,0.641294408,-0.270958597,-1.160098648,0.498153264,-0.280892429,-1.045413776,0.40505629,-0.242799397,-1.119411847,0.637383777,-0.363589321,-0.855584764,0.267765412,-0.210078492,-1.194748765,0.798498089,-0.376354756,-1.129063842,0.323171755,-0.097857959,-0.569341152,0.528087637,-0.462401069,-0.845605747,0.418130559,-0.330653652,-1.043917634,0.484917336,-0.376782583,-1.079059711,0.473589754,-0.254739511,-1.105957819,0.503109628,-0.225356256,-1.22591829,0.48456892,-0.168155258,-0.89532095,0.297376052,-0.078972648,2
77.57294873,0.495753266,3.235649058,-0.284242408,1.807493224,9.122177196,1.888743914,0.05497618,2.229164657,13.66500974,0.29173176,10.40986651,0.008739774,2.010219198,29813.01991,852.3365731,187964.9208,2496.752793,0.042971623,9.217043273,73.47094296,2.653953528,1.529954783,0.673907931,-0.920112241,0.470880287,-0.440804876,-1.219974232,0.472560176,-0.230239284,-1.041150611,0.536435098,-0.420129189,-0.998149147,0.404962554,-0.369354858,-0.951144132,0.191564218,-0.146986923,-1.102728391,0.547225176,-0.306905327,-0.884932516,0.141324981,-0.067953819,-0.589376697,0.406132092,-0.681885228,-0.779793963,0.339495503,-0.480930639,-1.067236293,0.555439155,-0.453982693,-0.981784232,0.39924426,-0.380319209,-0.948643904,0.431878192,-0.420224118,-1.212204389,0.517817245,-0.280536574,-0.780068991,0.30465654,-0.366437782,2
68.54574446,0.489913786,2.793570894,0.463550505,2.047386475,8.775075611,5.738074099,-0.035080913,2.715384656,17.27766655,0.825774698,10.93587681,0.039117863,2.109219304,27083.10786,899.2514313,161903.3747,2527.787165,0.034648046,11.8611759,20.41479747,6.052965442,3.4967302,2.760932555,-1.282207509,0.514593587,-0.151770803,-1.215279774,0.464748335,-0.214003775,-1.277941083,0.522861118,-0.126952176,-1.202137041,0.517146877,-0.219614564,-0.835606347,-0.050965571,0.08463131,-0.961392658,0.388718309,-0.216017456,-0.729502399,-0.010399902,-0.149200444,-1.037913199,0.566331295,-0.340824442,-1.144920485,0.60307964,-0.329467813,-1.136939062,0.487204015,-0.231847657,-1.256055232,0.503740861,-0.142064463,-1.283691588,0.459236727,-0.033447235,-1.144060785,0.406660232,-0.200109795,-0.982518762,0.048277804,0.026317265,2
71.87694796,0.467524766,2.969743094,-0.167037257,2.127952515,9.155922598,0.388959372,0.134322118,2.726011406,12.57298226,-1.023226587,11.24709217,-0.013796134,2.129799081,29039.73874,938.6031845,172017.2662,2638.801794,-0.010567279,11.96557222,22.84269703,2.906879135,4.720108112,1.127172311,-1.303544105,0.576435191,-0.22620218,-1.151244879,0.338895895,-0.140294891,-1.294845643,0.548891084,-0.20909915,-1.195542154,0.444004641,-0.158341532,-0.984428651,0.221171844,-0.098641354,-0.961143071,0.426598389,-0.329557473,-1.125596654,0.234697962,-0.001565481,-0.932389078,0.421289069,-0.300499174,-1.041946971,0.417153034,-0.234520392,-1.090987648,0.414913002,-0.198942456,-1.023034282,0.368886011,-0.232006346,-1.213385716,0.552810921,-0.264774431,-1.003100415,0.348075378,-0.286818022,-1.088379018,0.246981455,-0.051203791,2
59.3063279,0.516928268,2.62491536,0.228947691,2.139115694,7.812493909,-4.692734464,0.168184166,2.790505167,12.0023249,-1.452969233,10.3344887,0.007040745,2.113608077,24593.49667,909.2373722,143339.259,2500.796075,-0.018879813,11.95192096,22.45738925,4.045722298,3.396473709,1.811199411,-1.285434392,0.587452786,-0.207742922,-1.242723577,0.524235386,-0.172926325,-1.241236111,0.465699422,-0.140439359,-1.256663393,0.568754058,-0.180978428,-1.143501784,0.334106695,-0.040624045,-1.051022652,0.581812773,-0.339908225,-1.064233044,0.33913533,-0.171118533,-1.003624259,0.531966809,-0.384150019,-1.03185214,0.441204307,-0.289884353,-0.971906938,0.42310134,-0.281245265,-1.053325393,0.384725274,-0.186499566,-1.252422127,0.514232999,-0.229679417,-1.027114545,0.390128553,-0.236958585,-1.161684764,0.382696467,-0.113624283,2
68.95203324,0.438963217,2.856385544,0.006309192,1.988352659,8.355512566,-6.868460207,0.093687954,2.667433536,12.80856082,0.123410941,11.23177712,0.004441036,1.788700232,26810.02666,655.674066,155690.9364,1591.266733,-0.053914616,10.77831963,19.93864957,4.356332147,5.831814936,1.142876303,-1.510146975,0.811026762,-0.234625863,-1.443697594,0.622971523,-0.132748084,-1.364765205,0.645742514,-0.215414414,-1.378570166,0.665310285,-0.192841539,-1.04471962,0.151618885,-0.0337295,-1.15000189,0.591204747,-0.328770978,-1.170201075,0.359482827,-0.096632626,-1.13988221,0.576678124,-0.301332532,-1.164219071,0.51411436,-0.188738259,-1.254881877,0.568745766,-0.193295673,-1.291720897,0.502691626,-0.113620956,-1.272599387,0.584162814,-0.194532178,-1.132214638,0.457428421,-0.222590604,-1.144586456,0.352319011,-0.078554117,2
68.77531045,0.444959032,3.011116131,-0.270007934,2.138730965,9.665050002,15.31389448,0.008290289,2.780759402,13.05932954,-0.060280454,11.46697451,0.003839687,2.205442171,28347.99856,1064.715507,161348.7259,3369.052345,0.046181449,12.84145258,17.19021447,6.273012727,6.162645335,0.89436165,-1.353446059,0.622988621,-0.200408759,-1.240428216,0.417832873,-0.100486894,-1.293765181,0.54669423,-0.152771326,-1.23673766,0.499400277,-0.188081363,-1.121702307,0.211381349,-0.060834843,-0.945984096,0.425581579,-0.369220704,-1.08131792,0.220851239,-0.077005122,-0.870176656,0.445865212,-0.424988338,-1.08481004,0.417392171,-0.190017661,-1.117185878,0.511837671,-0.275359234,-1.1367176,0.451747736,-0.233426101,-1.405917692,0.588091438,-0.102617728,-1.079393635,0.54944644,-0.410414176,-1.16599571,0.281244911,-0.014966525,2
91.21109905,0.447577243,3.013254934,0.703743385,2.224443866,12.41050663,-1.670738963,0.154294041,3.024349072,14.73526265,1.587998171,12.88597682,-0.00974551,2.376144876,36212.19204,1154.373622,228347.2882,3511.916576,-0.098559788,15.33957846,50.8045558,2.818549055,9.545982957,0.708971149,-1.286516898,0.650783612,-0.319130582,-1.201526484,0.577429123,-0.337650239,-1.37341659,0.737610331,-0.279365458,-1.280218344,0.660385671,-0.318967422,-1.097577416,0.259738124,-0.053964353,-1.033741957,0.509926223,-0.338812296,-1.043726547,0.347473414,-0.254780756,-1.012797232,0.500663477,-0.376623207,-1.204583961,0.702875891,-0.374893034,-1.189911631,0.409227012,-0.106515135,-1.188095602,0.557292666,-0.314163026,-1.2686226,0.716156397,-0.378425886,-0.981490064,0.551596224,-0.494682885,-1.058814253,0.533902911,-0.386001685,2
16.48286349,1.216004647,1.114826717,0.140849688,3.075640149,11.58098029,253.5101667,0.001580969,3.585484904,15.21189736,0.019571901,4.644717786,0.012397542,2.583484247,4855.364549,1509.530782,20428.57205,4532.94053,-0.089208159,21.16721603,0.000566491,0.001121883,0.078143877,1.833638518,-0.490708983,0.73855588,-0.066686514,-0.440178326,0.702046557,-0.023933961,-0.456229798,0.713782818,-0.037146153,-0.323109049,0.619072822,0.059759953,-0.531444728,0.769096002,-0.103455961,-0.505215035,0.750232027,-0.078625652,-0.545023735,0.778697426,-0.113254839,-0.581078265,0.801870296,-0.143051086,-0.631541493,0.815278607,-0.168760219,-0.533549695,0.770802026,-0.105108069,-0.471112249,0.742654739,-0.062721873,-0.538851751,0.774813603,-0.111971269,-0.564681988,0.785428441,-0.155945072,-0.541480565,0.775043395,-0.114558973,2
19.18517577,1.224953536,1.117160616,-0.030450835,3.391167173,13.93821813,-131.6122878,-0.047754128,3.934260313,15.49217764,-0.102137411,4.656150661,0.007140516,3.403252996,4890.664027,2588.871913,20940.06098,9142.475557,-0.016544256,24.76259229,0.000307601,0.002821117,0.211716939,1.9977216,-0.466737849,0.740536135,-0.064487452,-0.429104616,0.718513602,-0.036116842,-0.440690436,0.725502596,-0.044945449,-0.361082105,0.659158761,0.034714703,-0.49490843,0.758588471,-0.091442537,-0.466559548,0.747670926,-0.079458085,-0.491124343,0.763623098,-0.106993643,-0.511804438,0.775210738,-0.133900903,-0.543909603,0.771332826,-0.162752955,-0.494433138,0.759468283,-0.093850389,-0.467040729,0.723169624,-0.045930925,-0.514076967,0.760826067,-0.089532698,-0.579477455,0.786562276,-0.113520235,-0.516303364,0.763077451,-0.091768196,2
132495.409,1.605085173,1.030860409,33.27701216,119.3524857,3404.611671,14760.86545,1.720173063,149.4137537,4013.876411,0.106110059,73.30786186,10.83883221,468.4574974,1217638.859,49660728.16,14350490.12,780477172.9,-7.082777937,382991.887,0.000507801,0.11268147,27.08767426,8895.176616,0.66013401,0.880993277,0.196545429,0.660287817,0.881161067,0.196656931,0.660228072,0.881100758,0.196607257,0.661591552,0.882105456,0.198066123,0.659592912,0.88056337,0.195993513,0.659154336,0.880320507,0.195447366,0.658076778,0.879529803,0.194286048,0.642746243,0.865153009,0.184348455,0.610479648,0.834918775,0.161501599,0.659371117,0.880411829,0.195754629,0.696781059,0.881261994,0.239302279,0.65842476,0.873519727,0.200393781,0.694332468,0.88498836,0.236690382,0.655713595,0.872826074,0.197323357,2
14.87868701,1.266400631,1.096066074,-0.046160254,2.957624094,13.96702406,86086.79738,0.057533244,3.608968922,15.5945004,-0.032245656,3.96613914,-0.014940931,3.18447335,3537.481739,2269.08086,13542.60342,7894.383111,-0.00188428,20.77380192,0.000226477,0.005183779,0.116958937,1.519644038,-0.392782233,0.732124742,-0.091191374,-0.358000877,0.70962473,-0.059530189,-0.368137261,0.71656538,-0.069441144,-0.279637457,0.651722919,0.018139538,-0.420372855,0.750741527,-0.121540828,-0.399366476,0.739231962,-0.107546041,-0.425708512,0.756287504,-0.138860885,-0.450720497,0.770032353,-0.169729182,-0.495945352,0.777158195,-0.201414069,-0.420908391,0.751624981,-0.124320945,-0.347641826,0.713082347,-0.092568099,-0.426255467,0.752793064,-0.120413997,-0.498357172,0.774478424,-0.119178902,-0.434443099,0.755686044,-0.120933019,2
19.09855153,1.197993303,1.125416812,-0.058841129,3.109794368,11.29402784,-785.5579335,-0.109114161,3.961433371,14.45098361,-0.009389636,4.828176982,0.005474336,3.122347117,5230.853443,2199.931837,22145.41409,7202.492172,-0.004333651,23.92933999,3.46E-05,0.00237027,0.351468731,4.159171206,-0.538954745,0.722757936,-0.067439608,-0.517164764,0.69035121,-0.029637495,-0.524065277,0.701205119,-0.042114507,-0.46192175,0.603502415,0.062687815,-0.547570226,0.745173637,-0.099159272,-0.531991603,0.728660562,-0.081526704,-0.533045863,0.747418528,-0.112584073,-0.521027881,0.758834483,-0.140942076,-0.468779296,0.758813583,-0.181172463,-0.545393091,0.745688925,-0.101397816,-0.524720862,0.738986182,-0.092838804,-0.560887851,0.753917435,-0.105038002,-0.606459506,0.768710671,-0.105730216,-0.565403627,0.753848248,-0.102896275,2
22.1393062,1.005669965,1.398764306,0.790403287,2.968481355,13.79364503,-0.79327499,-0.00600717,3.493396821,17.70780071,-0.150847458,5.746259907,-0.002867761,3.039439862,6928.591782,1959.86397,31229.21654,6686.518832,0.033140997,21.61933997,2.05220587,0.897601044,0.955295343,2.040296489,-0.943945619,0.777158753,-0.454750002,-0.757897815,0.701470191,-0.345465598,-0.821794815,0.73053734,-0.410993264,-0.685465327,0.655482147,-0.267169252,-0.876510809,0.106853105,0.012266815,-0.907887392,0.626927843,-0.411043327,-0.925247066,0.504945737,-0.399032454,-0.821548706,0.692374838,-0.37928567,-0.893545759,0.802839526,-0.444509268,-0.930522988,0.424894618,-0.156364322,-0.703396563,0.722920608,-0.228633588,-0.773818702,0.788643288,-0.31206747,-0.840226999,0.785053915,-0.39775631,-0.84896628,0.739389399,-0.403819069,2
22.25047782,0.625177548,2.377406492,-0.190485613,1.639968786,8.390538147,-0.806014312,0.000267202,2.120661245,10.67277201,0.476498389,6.21902092,0.005771101,1.736158728,8850.496293,634.3239681,40783.61586,1595.033127,-0.041491948,7.841813146,8.173691167,1.047123965,1.624737506,0.425446412,-1.090844072,0.463519664,-0.322664221,-0.849272438,0.2961288,-0.305258757,-0.785546126,0.278197457,-0.441631092,-1.021348108,0.47899963,-0.362668139,-0.93790828,0.147217079,-0.144953109,-0.88389592,0.419918487,-0.314043936,-1.094554799,0.313750481,-0.13142547,-0.957286818,0.584875992,-0.422369407,-0.893190043,0.358270614,-0.22451742,-0.888555208,0.413513803,-0.351598191,-0.918904017,0.400756039,-0.317138183,-0.916250149,0.354874153,-0.247416523,-0.812007775,0.35204539,-0.350326201,-0.902568025,0.202000649,-0.163572392,2
21.92921696,0.655944449,2.282524898,0.090366066,1.758094853,8.687268728,-6.956786438,0.0254419,2.20808468,11.76058714,-1.360221126,6.156924752,0.003899957,1.909287653,8803.047609,788.8487821,40470.72658,2236.098936,0.018230827,9.481035568,8.653335553,1.520341219,1.874606866,0.722009376,-1.104154373,0.549245989,-0.307479201,-0.792555884,0.251859564,-0.392159618,-0.8123959,0.395043699,-0.334468958,-0.913281838,0.339076514,-0.331143203,-0.866409894,0.130097512,-0.110936961,-0.820309852,0.486638674,-0.450450774,-1.017786325,0.417796117,-0.305582343,-0.745096123,0.501918393,-0.490244317,-0.886690618,0.462578682,-0.378434141,-0.848250889,0.391309053,-0.322732346,-0.947623479,0.385406087,-0.329194687,-1.010890532,0.455657072,-0.324260108,-0.854251803,0.291561856,-0.314040298,-0.892443753,0.183341838,-0.247905457,2
39.29780029,0.504308895,3.221161682,-0.440838672,1.72746635,7.635610077,-4.511290819,-0.012250248,2.108038064,11.82966729,1.415216905,8.258552657,0.017171953,1.901784263,15667.97668,760.5560922,81074.6565,2092.625998,0.006036779,8.786291422,21.20705912,1.441147554,0.452007485,0.441864843,-0.961126483,0.447218051,-0.471503872,-0.797338657,0.329375729,-0.456495064,-0.915433147,0.521624453,-0.574487347,-1.05677012,0.649598215,-0.575560725,-0.864167547,0.136775236,-0.231610002,-0.798842082,0.498776392,-0.531198769,-0.864314576,0.243390954,-0.277148778,-0.791329495,0.470018639,-0.53427256,-0.817936181,0.444654877,-0.508002393,-0.785174554,0.270092992,-0.407676012,-0.799510633,0.328588311,-0.470440558,-0.89759996,0.420912613,-0.484301458,-0.859973118,0.357729436,-0.421487204,-0.892541036,0.127701652,-0.194508107,2
34.69299045,0.596959905,2.484458432,-0.070770721,1.991458054,10.27699214,-1.604644859,-0.048079717,2.487880789,12.45905805,-0.638295127,7.709321245,0.00591022,2.256690861,14756.68959,1042.249931,76582.26877,3091.344346,0.009314691,10.85188123,20.79779231,0.825608086,2.545467268,0.849333211,-1.068638146,0.563247879,-0.457119106,-0.735570923,0.224006636,-0.377333206,-0.851587489,0.428567023,-0.511883722,-0.878179064,0.443988259,-0.5257283,-0.988975494,0.300158969,-0.205413873,-0.868284515,0.414371009,-0.381820233,-0.938647985,0.302552995,-0.313288001,-0.90978769,0.46764728,-0.406746031,-0.94784517,0.464179019,-0.248101761,-0.888489402,0.442218941,-0.399155639,-0.852039842,0.344670207,-0.388287947,-0.937882697,0.421689464,-0.395887411,-0.857706334,0.360386284,-0.402466291,-0.863056824,0.30098902,-0.364179123,2
29.43290409,0.650106152,2.339518701,-0.091776627,1.926363923,9.201702192,18.86595815,-0.18922762,2.488476612,12.77645746,0.689294082,7.075060877,-0.009851019,2.250663894,12352.47447,1064.650118,61582.44299,3330.474959,-0.000344031,11.5791316,9.026092061,1.26469091,4.061259995,0.580132785,-0.972175294,0.454296546,-0.353820659,-0.838241387,0.400476181,-0.515605052,-0.857886678,0.459854123,-0.456222685,-0.872155567,0.375003979,-0.475103999,-0.845331062,0.204929589,-0.247544779,-0.838297479,0.44849862,-0.464298065,-1.011583123,0.350066127,-0.239965542,-0.835572631,0.580118615,-0.41978761,-0.863432795,0.426868051,-0.296518845,-0.825135865,0.484331651,-0.406195963,-0.833953006,0.356828982,-0.432927028,-1.132895058,0.644940099,-0.404541508,-0.794657402,0.356127994,-0.479686662,-0.894721822,0.14424625,-0.180970795,2
7.658044104,1.23324887,1.278465368,1.267973153,1.957637236,11.63293385,15.49240365,0.047093823,2.360668838,14.42643751,-0.080509802,2.916606794,0.040392744,2.434872658,1739.980968,1257.1144,5698.059539,4089.821766,-0.028802298,11.72534578,1.103615171,0.146503317,0.095811264,0.423009153,-0.145973437,0.645356271,-0.113369943,0.112963736,0.630870059,0.064337747,-0.218294011,0.533935975,-0.235700079,-0.573309182,0.483905022,-0.577328703,-0.555117711,0.4481704,-0.545877513,-0.699276182,0.376652525,-0.495814032,-0.483141201,0.46146329,-0.335851513,-0.409086958,0.48658789,-0.445224733,-0.4500565,0.465785181,-0.447540053,-0.744889585,0.442320177,-0.53045395,-0.002921314,0.67153344,-0.082389962,-0.379292566,0.528951345,-0.400483571,-0.257599854,0.486786986,-0.2868185,-0.318090294,0.51352948,-0.3838919,2
6.002972739,1.12158452,1.396801814,1.321995774,1.471661144,7.173136613,0.321948919,0.065220715,1.840378393,10.94507818,-0.450569702,2.848874245,0.009915632,1.790860724,2217.734454,657.2120765,7884.680516,1709.351071,-0.001363404,6.922544133,1.094435845,0.363960074,0.087432667,0.294391837,-0.293156329,0.47720925,-0.270141334,-0.030914969,0.631579227,0.014977364,-0.447231177,0.441144147,-0.466966594,-0.688873149,0.458760892,-0.629064766,-0.723521162,0.449091836,-0.594847983,-0.928480795,0.592136011,-0.571124526,-0.526218521,0.441890633,-0.534510373,-0.726870975,0.568420169,-0.552222415,-0.771613484,0.575901823,-0.605940354,-0.662803266,0.254646178,-0.51679492,-0.253179481,0.656913119,-0.14644657,-0.700096585,0.549369167,-0.530033147,-0.499689915,0.418571967,-0.499651899,-0.679365593,0.595158646,-0.536062149,2
8.963766525,0.985083706,1.691173183,0.752554264,1.593747999,8.667928104,-1.006197592,-0.099443987,1.931202769,11.31543959,0.240219295,3.552128366,-0.011348927,1.953767829,2893.453558,799.4499658,10420.46963,2223.01282,-0.021011911,7.606371768,1.882023792,0.164773379,0.146211267,0.332317459,-0.264296564,0.551808783,-0.26982002,-0.017676595,0.643500308,-0.01679452,-0.488414399,0.404277542,-0.448174469,-0.797088456,0.554717637,-0.656256185,-0.82839285,0.429637557,-0.513401115,-0.727017157,0.404767354,-0.615119383,-0.58268586,0.459810666,-0.606018741,-0.576201356,0.312081189,-0.562631412,-0.725599722,0.47864502,-0.620741791,-0.799411338,0.403605548,-0.555006049,-0.274684545,0.606387513,-0.170198724,-0.759908501,0.53377893,-0.561610038,-0.498307936,0.42601212,-0.604007268,-0.66905345,0.470364985,-0.56138716,2
12.77440503,0.954010965,1.79293209,0.586254286,1.760258051,9.069559882,-1.984778511,0.046388901,2.163679141,12.59798594,0.042843625,4.217208795,0.012836535,2.260550203,4009.986554,1056.934855,16100.36935,3236.245164,0.019495419,9.609507765,1.673397776,0.480622374,0.172339588,0.328284892,-0.278437944,0.484299512,-0.362079494,0.045758017,0.592153758,-0.05826528,-0.474642507,0.411040979,-0.564291852,-0.654193434,0.422088259,-0.672478038,-0.847848238,0.556488931,-0.617131822,-0.802395209,0.418426,-0.562696506,-0.608545193,0.440523241,-0.607965713,-0.699932996,0.460042249,-0.587962717,-0.735476503,0.459467718,-0.617417907,-0.886478623,0.451797648,-0.520642964,-0.184033325,0.579065889,-0.219760574,-0.612520395,0.392642561,-0.618950948,-0.551235145,0.404925166,-0.569508514,-0.601536908,0.411965738,-0.608487804,2
6.606581211,1.171887977,1.358257286,1.329905916,1.712711857,9.354723943,-0.212582139,-0.029632401,2.090266176,12.18752422,0.663075423,2.811611074,-0.005692793,2.137423572,3161.574097,948.8444096,11335.67733,2707.914829,0.005825678,9.021200779,1.152269108,0.104193661,0.140965893,0.499602188,-0.314860707,0.542814417,-0.320710657,-0.098244316,0.702133197,-0.043847954,-0.502046265,0.467119343,-0.490091731,-0.664641785,0.447073131,-0.63994379,-0.6988334,0.243799223,-0.469503416,-0.723866014,0.366509569,-0.593051025,-0.549355752,0.425829591,-0.636980025,-0.518817772,0.29822932,-0.585012616,-0.642315421,0.361007689,-0.589698765,-0.783033776,0.433075674,-0.610460789,-0.090198005,0.622399157,-0.160907629,-0.675140454,0.482693046,-0.662392525,-0.64095081,0.583325127,-0.572334932,-0.678387737,0.513994722,-0.581931019,2
20.14011424,0.736052174,2.185753896,2.170797142,1.650816489,12.05869945,-0.185931207,0.071872002,2.022421575,14.02446234,-0.395889191,5.518721372,-0.032318006,1.960055018,9861.842845,802.6141596,54764.68844,2261.818197,0.003067927,8.036770697,4.97922864,0.822032286,0.382766589,0.398041897,-0.794556703,0.419831303,-0.324105007,-1.057678099,0.585171797,-0.35543579,-0.875510822,0.466133447,-0.315064248,-0.919539108,0.435543045,-0.410060032,-1.153126905,0.562881966,-0.398834749,-0.853047647,0.43023931,-0.520884729,-0.898030685,0.558754411,-0.512220212,-0.913263786,0.518780342,-0.493971783,-0.805341084,0.39813971,-0.467839158,-0.988493302,0.520374967,-0.489627161,-0.683073057,0.473765636,-0.467132342,-0.738502512,0.375441844,-0.455464994,-0.785307376,0.386783275,-0.429620835,-0.808977416,0.457541379,-0.478687802,2
123.6810753,0.375329355,3.836374651,-0.263973007,2.144859512,10.51526962,-4.634815093,0.002819567,2.813473573,12.89986608,-1.533870655,14.69101833,0.00269603,2.293854431,48883.14324,1083.233192,316612.4536,3237.504221,-0.047943958,12.63938135,77.25015223,12.24237628,2.536903553,1.099457139,-1.268582286,0.5491167,-0.236027058,-1.426104959,0.676092432,-0.201494077,-1.153233388,0.506201487,-0.282163045,-1.241199711,0.554077883,-0.244669045,-1.337688418,0.509666203,-0.160051835,-1.064835918,0.487981094,-0.332855305,-1.067125769,0.490071458,-0.309193674,-1.123643605,0.507130085,-0.262313883,-1.068289788,0.508215984,-0.390400407,-1.16429199,0.491667454,-0.311204664,-0.946268535,0.441081004,-0.430997138,-1.013056192,0.444431037,-0.372199633,-1.194318158,0.468269222,-0.232864847,-1.060473929,0.31692974,-0.207897563,2
