Activity,Mobility,Complexity,Kurtosis,2nd Difference Mean,2nd Difference Max,Coeffiecient of Variation,Skewness,1st Difference Mean,1st Difference Max,Wavelet Approximate Mean,Wavelet Approximate Std Deviation,Wavelet Detailed Mean,Wavelet Detailed Std Deviation,Wavelet Approximate Energy,Wavelet Detailed Energy,Wavelet Approximate Entropy,Wavelet Detailed Entropy,Variance,Mean of Vertex to Vertex Slope,FFT Delta MaxPower,FFT Theta MaxPower,FFT Alpha MaxPower,FFT Beta MaxPower,Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Result
-0.051009885,-0.26376769,-0.188228048,-0.117749787,-0.187997279,-0.076975955,-0.034220654,-0.994496503,-0.192947642,-0.09736276,0.245495704,-0.177128844,-0.092125955,-0.108134565,-0.211346642,-0.035072638,-0.210467656,-0.032500587,-0.529975417,-0.039550882,-0.039009926,-0.344078506,0.995979948,-0.153627291,-0.263669625,0.279005278,-0.278856031,-0.218489545,0.143787804,-0.558986056,-0.875548051,0.308529794,0.20915736,-0.4391516,0.430396452,-0.4099324,-0.292619648,0.746720963,-1.350532372,-0.507686304,0.517503724,-0.351746072,-1.228025883,0.542526765,0.355584712,-0.409445108,0.455626109,-0.038035046,-0.422972144,0.39569862,0.20131699,-0.557072884,0.438113032,0.126287314,-0.794339793,0.343936329,0.470012529,-0.49279146,0.035473296,0.407630422,-0.257752212,0.357016074,-0.171186292,-1.364057867,1.095911721,0.178280135,1
-0.050897111,-0.402866088,-0.142661584,-0.145283221,-0.207614447,-0.092255344,-0.036229953,1.314119308,-0.199444027,-0.100394731,-0.241549171,-0.155686586,0.019829904,-0.119681081,-0.245359225,-0.035190104,-0.240357858,-0.03253252,-0.268816098,-0.039669549,-0.221404019,0.224067051,0.482293087,-0.153146423,-0.509709673,0.63527148,-0.279969005,-0.39135088,0.737415424,-1.082036177,-0.508616798,0.551348669,-0.536180836,-0.68955528,0.591196053,-0.258726333,-0.646292646,0.588731534,-0.415169016,-0.369579134,0.465221023,-0.455264715,-0.836322528,0.617955719,-0.210283242,-0.446014741,0.726497062,-0.338840762,-0.843162745,0.7486834,-0.060368286,-0.941658306,0.746290102,0.19809886,-1.318970178,1.014824886,0.340519764,-1.271191345,1.207054092,-0.014545592,-0.694859973,0.940317574,-0.471136501,-1.489617772,1.511757294,-0.252853477,1
-0.050450144,-0.218809823,-0.357181375,-0.25990167,-0.143075324,-0.103930513,-0.034124277,0.796409896,-0.161964199,-0.102139125,0.457616536,-0.145272066,0.055618431,-0.095203298,-0.237683963,-0.034926177,-0.235983892,-0.032472095,-0.522308234,-0.039468196,-0.332464472,-0.421337584,0.463055888,-0.149098484,-0.565335786,0.715196792,-0.181335956,-0.296663959,0.472786802,-0.568289995,-0.804529337,0.88414078,-0.697045262,-0.716400969,0.531056763,0.196941385,-0.580919561,0.866542526,-0.65048311,-0.37158367,0.462367984,-0.279835286,-1.431879374,1.186374653,-0.097014738,-0.239934928,0.302092705,0.053990772,-0.385073856,0.351450369,0.139251217,-0.647101289,0.285054483,0.561563747,-0.900919598,0.454010349,0.678173608,-0.833478647,0.821021231,0.012232494,-0.251553869,0.347546911,-0.087489205,-1.276628734,1.259176434,-0.078489078,1
-0.051625073,0.005439132,-0.685422122,-0.289711702,-0.125571436,-0.059712133,-0.001744146,0.035869347,-0.13003662,-0.073598549,0.104718077,-0.193910327,0.060671292,-0.082039873,-0.262911294,-0.034763061,-0.25385071,-0.032416479,-0.242091676,-0.038982091,-0.511279584,-0.49081788,1.394634551,-0.152083005,-0.631656876,0.82986753,-0.106415468,-0.532288356,0.585134838,-0.101324984,-0.137020213,0.311269045,-0.340235107,-0.525508825,0.610733476,-0.265612361,-0.407518794,0.455415232,-0.189894226,-0.147702837,0.159349365,0.130737514,-0.374463678,0.08225026,-0.004637872,0.195400591,0.08936256,-0.147758112,-0.246468902,0.348498774,-0.006710934,-0.622913441,0.520419393,0.389413016,-1.132848764,0.822165792,0.801966171,-0.880311055,0.699337793,0.468538867,-0.822520585,0.815186927,0.375570796,-0.907567738,1.025845775,-0.246940938,1
-0.053291664,-0.105661745,-0.485653536,-0.224461069,-0.171812626,-0.076462177,-0.024755362,0.836085525,-0.18116686,-0.096836161,0.073423197,-0.261741024,0.008463932,-0.098360456,-0.281992507,-0.034945067,-0.265844887,-0.032466037,-0.084489243,-0.039449147,-0.50370739,-0.26082235,-0.095713258,-0.154741897,-0.437133637,0.623670596,-0.456301747,-0.766633668,1.061667961,-1.068553879,0.074340709,0.434001769,-0.81031942,-0.342253452,0.588565221,-0.785485214,-0.569532398,0.935282525,-0.935005552,-1.014943815,1.073655973,-0.442949423,-0.461651574,0.74565498,-0.921557626,-0.204405035,0.482268103,-0.54031109,-0.328963581,0.494250961,-0.5141165,-0.419948568,0.462675015,-0.385696618,-0.896296451,0.712791942,0.025295474,-0.755447904,0.689264017,-0.200963005,-0.52883244,0.629895175,-0.386661332,-0.377531609,0.598629586,-0.335754522,1
-0.050515558,-0.37103045,-0.369287581,-0.371186269,-0.189812515,-0.109638983,-0.031474611,-0.246872263,-0.178323269,-0.098163746,0.198611343,-0.13409401,-0.035344076,-0.12443276,-0.24138137,-0.035221483,-0.239455416,-0.032541716,-0.080965714,-0.039556747,-0.291953637,0.137297064,0.912622966,-0.151151765,-0.767504955,0.89113865,-0.233605548,-0.720892108,0.792951726,-0.404622745,-0.221235852,0.5753133,-0.603865519,-0.724506259,0.793263901,-0.408835328,-1.138427992,1.248280072,-0.420053886,-0.86585495,0.543007388,0.176696276,-0.94341565,0.922306748,-0.093450597,-0.5483923,0.870689775,-0.623297999,-1.176960637,1.409203246,-0.515859013,-0.992499284,0.683764347,0.292599675,-1.261139327,0.68276704,0.641115717,-1.229473589,1.103177352,0.091377303,-1.138034052,1.017548032,0.079259482,-1.086828751,1.397260378,-0.315817164,1
-0.052633693,-0.12903328,-0.416570943,-0.102218425,-0.150095298,-0.082627674,-0.022947095,-0.569740305,-0.167803788,-0.092042055,-0.243078607,-0.234650668,-0.015652223,-0.093352151,-0.273621163,-0.034912716,-0.259285661,-0.032464963,0.062239132,-0.039308108,-0.450025894,-0.056767471,0.407521349,-0.154255295,-0.414254676,0.409406037,-0.138979932,-0.199316785,0.193800584,-0.357107694,0.303097004,-0.117009886,-0.390527203,-0.341545995,0.172332732,-0.121854892,-0.754857066,0.776576413,-0.401314171,-0.681791447,0.706601864,-0.387335452,-0.669037807,0.824314552,-0.346565338,-0.057681437,0.402089632,-0.591970627,-0.28960699,0.458904825,-0.469467826,-0.425740518,0.371778666,-0.22293374,-0.76089895,0.141778386,0.654342231,-0.567546692,0.237068057,0.23570128,-0.605988935,0.248315713,0.322601603,-0.397966886,0.54888173,-0.314158246,1
-0.054365389,-0.038980953,-0.569411477,-0.144893901,-0.189075423,-0.108681859,-0.036845027,-0.038925096,-0.185237337,-0.097833432,-0.879708845,-0.311073075,-0.023857813,-0.094809141,-0.28928772,-0.034912168,-0.270208734,-0.032455313,-0.091665433,-0.039415661,-0.478949837,-0.082443857,0.29786679,-0.152055948,-0.493490545,0.546806588,-0.117557263,-0.617926673,0.712506724,-0.279056989,0.260336023,0.077282731,-0.40333795,-0.600391194,0.716202901,-0.400907634,-0.927713038,1.095068896,-0.510780143,-0.396406169,0.368977306,-0.203893945,-0.84811679,0.878150535,-0.137442977,0.083346467,0.148696823,-0.504677741,-0.214221292,0.291261732,-0.389834474,-0.363533426,0.064647223,0.218198648,-0.802581064,0.5172517,0.212264698,-0.592504276,0.316611865,0.091575678,-0.608763111,0.438725096,0.095545043,-0.405210807,0.556221421,-0.286714135,1
-0.054809346,-0.10710756,-0.525891427,-0.192630925,-0.204736647,-0.081274677,-0.034373409,0.959821577,-0.210694128,-0.105669513,1.206880924,-0.317886738,0.03036895,-0.109094866,-0.284467816,-0.035078495,-0.267789335,-0.032495644,0.17768944,-0.039590256,-0.610152264,0.21039851,0.711911949,-0.154704431,-0.65505762,1.064935467,-0.912049679,-0.464722074,0.723857798,-0.956661966,-0.019108134,0.62467296,-1.074178438,-0.32413278,0.412004441,-0.66004079,-0.798670255,1.012425037,-0.88878003,-0.668669953,0.542963444,-0.301870396,-1.066835343,1.070183336,-0.241117735,-0.163904655,0.344482287,-0.591097962,-0.513510385,0.56296843,-0.383185232,-0.677648376,0.897285896,-0.743614668,-0.824440833,0.765432221,-0.257490467,-0.861980597,0.912720833,-0.392673141,-0.842220392,1.001582655,-0.592509485,-0.598299459,0.870139723,-0.495182587,1
-0.05342729,-0.282775475,0.01666419,-0.114016058,-0.214920446,-0.081820652,-0.034772993,-0.903590334,-0.222013138,-0.103801975,-0.199186945,-0.275411669,-0.060327722,-0.110828976,-0.271476963,-0.035109334,-0.257879941,-0.03251441,0.070681439,-0.03971697,-0.30092975,-0.705425913,-0.006658377,-0.154991836,-0.123379055,0.238920682,-1.003135014,-0.063475934,0.156296148,-1.077231679,-0.412885949,0.380874591,-0.585203131,-0.285170038,0.241828611,-0.697014882,0.237482901,-0.037106606,-1.035933702,-0.115511175,0.621644331,-1.245182297,-0.81078434,0.051371399,0.648461194,-1.164082592,1.211386588,-0.386290286,-0.324547588,0.746859284,-1.313245656,0.188028839,0.432183928,-1.726991485,0.185097247,0.001517903,-0.978639294,-0.231640856,0.223541272,-0.601214605,-0.31606308,0.569242018,-1.225868001,-0.146178167,0.398496588,-1.169904381,1
-0.057336961,0.385630853,-0.702168345,-0.198965488,-0.196762118,-0.093934075,-0.035431132,-0.259228509,-0.22157091,-0.093477023,-0.012312834,-0.485144166,-0.028016041,-0.092938883,-0.317065315,-0.034914026,-0.289350892,-0.032459691,-0.031906759,-0.039691333,-0.70096033,-0.889767487,-0.171414423,-0.155662262,-0.10286036,0.439764672,-1.12287391,0.23895782,-0.007985884,-1.336633602,0.007899414,-0.093283749,-0.465734944,-0.038902136,0.155643619,-0.523136731,-0.095851614,0.703120343,-0.956210066,0.374708315,0.279426049,-0.899679238,-0.840910083,0.737295728,-0.224067449,-0.595770624,0.460570024,-0.388261919,-0.459305231,0.998676692,-1.097949031,0.716703785,-0.251899259,-1.760264029,0.560288034,0.089628298,-1.102117256,0.216482216,0.12205998,-0.654545158,0.069453986,0.100074244,-1.043674154,-0.426053511,0.661992395,-0.931393792,1
-0.055865016,0.040887462,-0.584035183,-0.011333851,-0.225851873,-0.113156773,-0.039678369,0.990486849,-0.235978736,-0.094719505,-0.453956155,-0.390208958,0.014002482,-0.131706391,-0.308916332,-0.035275184,-0.282152403,-0.032551274,-0.192442529,-0.039699787,-0.465979047,-0.786944921,0.022747356,-0.154824845,-0.527189317,1.259970169,-1.561637342,-0.41965563,1.136073719,-2.039947195,-0.943347617,1.4415985,-1.246416569,-0.396702661,0.807934307,-0.770115437,-0.189504233,0.292104123,0.125564782,-0.340964933,0.697670349,-0.637012551,-1.303164219,1.001598401,0.002260667,-0.720181576,0.881175968,-0.506144784,-0.289805711,0.73996916,-0.763708968,-0.263936621,0.975260526,-1.609926655,-0.470157111,1.341349442,-1.275945005,-0.475079384,1.009957352,-0.972003072,-0.491870059,1.112609764,-1.207330397,-0.96702419,1.701981779,-1.466324956,1
-0.054478574,-0.127310597,-0.107275189,-0.188651825,-0.235014887,-0.10471427,-0.038774828,0.104173035,-0.247104865,-0.113736538,-0.328857366,-0.342840749,-0.025350356,-0.115291255,-0.293982867,-0.035138733,-0.272487704,-0.032514644,-0.080319887,-0.03981839,-0.057862038,-0.802940582,-0.275413002,-0.155033187,-0.259858055,0.880462802,-1.307511248,0.167536532,0.121947624,-1.200483907,-0.221338155,0.081028881,-0.625052044,-0.665682775,0.631538078,-0.506519633,-0.242787085,0.84893869,-1.108139536,0.118709028,0.358058856,-0.977259373,-1.14528822,0.723226881,-0.02812493,-0.433184885,0.541389077,-0.487977516,0.025870178,0.236929448,-0.959950595,0.267902083,0.427270882,-1.519853499,0.053766647,0.526875912,-1.625138334,-0.464237764,0.61949893,-1.003908219,-0.308177633,0.767070522,-1.336932084,-0.519232311,1.275237921,-1.795971768,1
-0.05357944,-0.000206219,-0.286127868,-0.236182986,-0.195941154,-0.080422235,0.001136257,0.231723345,-0.206405095,-0.109404156,0.865024858,-0.309938265,-0.051582565,-0.104790281,-0.269533264,-0.035018296,-0.253647834,-0.032486595,0.103650132,-0.039571315,-0.418611539,-0.64966875,-0.165636305,-0.154629207,-0.029792029,0.359751047,-1.261455211,-0.170146532,0.5040638,-1.503668842,-0.313275045,0.297416449,-0.701447619,-0.504232196,0.770367565,-0.694918075,-0.292365216,0.857087343,-1.187359676,-0.112516642,0.266549295,-0.634554824,-1.564096025,1.280766934,-0.173194412,-0.330701747,0.175304879,-0.036787158,-0.112275156,0.266198203,-0.887339616,0.115861394,0.533612224,-1.798775733,0.118262063,0.470182669,-1.53891665,0.101529284,0.265212074,-0.923772413,0.126492943,0.43469654,-1.085482808,-0.501550545,1.018962873,-1.190874904,1
-0.053387171,-0.096356606,-0.424997686,0.151136134,-0.189758302,-0.101476537,-0.035809515,0.513085443,-0.201028306,-0.059960612,0.025870018,-0.253493334,0.026202119,-0.11631191,-0.267985127,-0.035144295,-0.254393946,-0.032527745,-0.157008035,-0.039497249,-0.54804158,-0.820445631,-0.208889313,-0.154739257,-0.449636727,0.944236616,-1.389919362,-0.555806859,0.898805915,-1.095286855,-0.710145573,1.00088988,-0.874695876,-0.834016707,1.150529822,-1.083751595,-0.336810252,0.412378156,0.019497141,-0.222803991,0.755723713,-1.183627336,-1.229457988,0.681300385,0.351797028,-0.704818341,0.858251248,-0.278579432,-0.122069629,0.5658396,-0.993033602,-0.165569838,0.503517286,-0.951410763,-0.269106418,0.676594581,-1.061916327,-0.612425149,0.767799901,-0.873797313,-0.544965938,0.90355727,-1.108325571,-0.546489204,1.328053444,-1.449579999,1
-0.048346874,-0.39186424,-0.123448784,-0.291413487,-0.145051321,-0.071616027,-0.034838063,-0.286104456,-0.160589864,-0.088805303,-0.311956232,-0.060681479,-0.060830888,-0.095560227,-0.195073779,-0.03490499,-0.205762488,-0.032456729,-0.082808322,-0.03922003,0.135232066,0.643805765,0.147520267,-0.154623438,-0.650057563,0.918698463,-0.798882516,-0.813366283,0.816142746,-0.43453247,-0.784718009,0.681558442,-0.374495839,-0.899868685,0.800444286,-0.178289427,-1.208971212,1.348020275,-0.653052213,-0.295925089,0.460195106,-0.522158202,-1.342453783,1.294853953,-0.405950883,-0.228537608,0.34802791,-0.829832191,-0.244602803,0.472656638,-0.969176547,-0.687077562,0.852143247,-0.756163856,-0.494755291,0.748707659,-0.81418256,-0.559208582,0.768225613,-0.991540709,-0.949832744,1.175476275,-0.761442748,-0.623920063,0.841972705,-0.782930088,1
-0.045615689,-0.600561797,0.229423783,-0.423105192,-0.162381686,-0.098108272,-0.031848309,0.348411455,-0.162520772,-0.074528444,1.075445449,0.04637676,0.077892893,-0.104512581,-0.159104468,-0.035014227,-0.180060749,-0.032489086,-0.353636745,-0.039264674,0.461172512,-0.086803791,0.617600963,-0.151706206,-0.735870086,0.922245432,-0.786102035,-0.727818353,0.960074201,-1.031755094,-0.854908752,0.818237584,-0.574858268,-1.090415872,1.154202731,-0.706575743,-0.994756717,1.098302213,-0.583161429,-0.667015582,0.654251025,-0.587245382,-1.362965664,1.069225036,-0.046901649,-0.346245596,0.443406567,-0.688002699,-0.704521875,0.839183651,-0.746563156,-0.619725415,0.577467899,-0.499130239,-0.540344383,0.326649548,-0.398389983,-0.568782095,0.720731152,-0.922598881,-0.604184873,0.923872674,-1.083983997,-0.733360241,1.317018863,-1.255344258,1
-0.046537698,-0.272047862,-0.113901016,-0.238355905,-0.114404516,-0.059699544,-0.03928831,-0.039875739,-0.128925959,-0.086328622,-0.221525601,-0.013622628,-0.043482701,-0.059250497,-0.152225943,-0.034487345,-0.173472019,-0.032338155,-0.558594973,-0.038949028,-0.015563598,1.014961088,1.155021471,-0.153541627,-0.522519986,0.436143976,-0.084455876,-0.23236606,0.030842752,-0.159916629,-0.83236544,0.483714406,0.139179282,-0.70636302,0.522339617,0.01060428,-0.788064575,0.843550725,-0.514530578,-0.089622543,0.484886449,-0.682231152,-1.245453842,1.369837441,-0.457528364,-0.006003184,0.299527431,-0.638287661,-0.18721074,0.312435697,-0.356668934,-0.493339059,0.181454821,-0.462349457,-0.369214488,0.401749618,-0.753260409,-0.349830959,0.266788392,-0.484927684,-0.145337163,0.136158719,-0.838565831,-0.709275214,0.610701165,-0.456906611,1
-0.04482328,-0.694212345,0.377500255,-0.064913798,-0.187272337,-0.105189473,-0.034534599,1.342438547,-0.182119813,-0.101512324,-0.517106409,0.070986816,0.019789261,-0.108135595,-0.084061005,-0.035057616,-0.117278637,-0.03249817,-0.379481988,-0.039522409,0.568455462,-0.138681442,0.528816498,-0.153434681,-0.696357567,0.78857455,-0.483138119,-0.892162515,0.651542622,-0.19191367,-1.012359538,0.423250843,0.353686377,-1.182958993,0.716790232,0.315970017,-1.362698808,1.410673774,-0.58075996,-0.617063445,0.616053687,-0.527148452,-2.160085776,2.394423323,-0.553170637,-0.667258917,0.795018717,-0.665684029,-0.592631761,0.511020151,-0.405982436,-1.00025308,0.772073326,-0.227241056,-0.475699255,0.643686755,-0.762828314,-0.676969913,0.644385999,-0.601977574,-0.698045945,0.638254923,-0.319079838,-1.150958601,1.451546268,-1.052375908,1
-0.04829268,-0.605889569,0.301243325,-0.26942238,-0.21862928,-0.095486902,-0.034757908,-1.097998833,-0.205033283,-0.0877169,0.545874834,-0.04937503,0.045631002,-0.119419365,-0.164230184,-0.035186763,-0.182956003,-0.032531493,0.150597584,-0.039670621,-0.15019309,-0.119769611,-0.024202877,-0.152632388,-0.775793734,0.839220658,-0.5068528,-1.076058748,0.811890664,-0.015435773,-1.14430657,1.083515441,-0.554113185,-1.256758611,0.847485602,-0.000382494,-0.872798573,1.013454904,-0.734481214,-0.263933828,0.426849425,-0.520143245,-1.329910728,1.293495434,-0.49508733,-0.329773825,0.584276931,-0.72747607,-0.479622176,0.525613824,-0.546032582,-0.731134571,0.534039741,-0.274900507,-0.892417094,0.988277988,-0.803332816,-0.580679164,0.457711153,-0.473505681,-0.942099347,0.924049214,-0.282082604,-0.776991861,0.940438759,-0.900519295,1
-0.049487834,-0.124099208,-0.364976972,-0.103496152,-0.108150357,-0.059702069,-0.037152847,-1.17182369,-0.127685489,-0.074509682,-1.348191843,-0.113863835,-0.096607957,-0.069371962,-0.196421491,-0.034602341,-0.202492492,-0.032377287,0.032944396,-0.038990293,-0.416767689,0.455504233,0.180561477,-0.153253497,-0.641177775,0.93867441,-0.735935256,-0.604504188,0.939231673,-0.996749384,-0.87881697,0.609246072,-0.207774488,-0.670992035,0.664701489,-0.553858167,-0.844899663,0.884327621,-0.504417683,-0.442977838,0.711342743,-0.712946451,-1.048825664,1.078587437,-0.185389912,0.230450435,0.002001995,-0.35646227,-0.204895206,0.304023718,-0.311690292,-0.481863991,0.466161685,-0.515025912,-0.244549233,0.632715244,-0.89263993,-0.05942073,0.267474485,-0.873347231,-0.564103315,0.598594108,-0.493254673,-0.383374363,0.370372513,-0.636386023,1
-0.05388057,-0.216692867,-0.201519265,-0.337396989,-0.201646646,-0.07941598,-0.03679762,-0.286747986,-0.210019757,-0.109264679,0.082240626,-0.29248502,-0.015343673,-0.099219015,-0.279982217,-0.034966335,-0.266313058,-0.032474916,0.024618995,-0.039630411,-0.18192555,0.01891312,-0.211600204,-0.153851504,-0.180465141,0.234320628,-0.460457552,-0.406235773,0.278426577,-0.276269679,-0.113125472,0.398518299,-0.981754111,-0.370952221,0.361545977,-0.444811964,-0.878729644,0.90747158,-0.950414982,-0.033232694,0.4018251,-1.042948141,-0.418944648,0.649277101,-0.802311563,-0.079549872,0.687201083,-1.236076624,-0.339017263,0.233235109,-0.590184277,-0.222700921,0.187142503,-0.638567763,-0.396285056,0.301248785,-0.372036954,-0.122588864,0.276265197,-0.921098334,-0.583098196,0.491831971,-0.272738384,-1.03542353,1.265777209,-0.627476493,1
-0.054623046,-0.22938307,-0.339941511,-0.281366976,-0.230011682,-0.087718149,-0.035888434,0.829604331,-0.2337857,-0.102452268,0.263232544,-0.310544359,-0.085334179,-0.122170342,-0.289304002,-0.035213356,-0.271549162,-0.032533283,-0.061738496,-0.039783192,-0.43789067,-0.334211693,-0.140834831,-0.154443308,-0.50682395,0.935472517,-0.987743849,-0.67824315,0.601418262,-0.257021378,-0.455181208,0.657232361,-0.904282066,-1.13289155,1.062457777,-0.183710079,-0.8427678,0.973995466,-0.770047984,-0.111790738,0.462017652,-0.771394642,-0.399397883,0.398437084,-0.635728717,0.070268831,0.414403259,-0.699114798,-0.744887643,0.978566299,-0.810432519,-0.616895099,1.145341461,-1.188205135,-1.053611837,1.500651339,-1.024537856,-0.317292217,0.646678761,-0.996548072,-1.13945745,1.312619451,-0.502454453,-1.184269569,1.568204831,-0.790265912,1
-0.050984389,-0.601793543,0.300483222,0.043041893,-0.234454888,-0.085924648,-0.035186504,1.650808641,-0.244436477,-0.114102735,0.113646449,-0.154124935,-0.053981999,-0.137919514,-0.219194848,-0.035363604,-0.221268598,-0.032577207,-0.124293744,-0.039933517,0.700008022,-0.417521563,-0.071450853,-0.154314891,-0.722037713,0.87739898,-0.642563136,-0.996128725,1.013791216,-0.580642988,-0.696960337,0.921541966,-1.024727472,-0.923130265,0.956896402,-0.523408951,-1.029290781,1.073141717,-1.127361561,-0.4399628,0.944906646,-1.468267712,-0.565564585,0.668211883,-0.851506249,-0.17813841,0.665904184,-1.174473295,-1.222396262,1.185225972,-0.670767955,-0.722188849,0.65858171,-0.503809917,-0.90336772,0.829079721,-0.437010925,-0.615351844,0.883165974,-1.228223533,-1.07100646,0.918041753,-0.070229556,-0.983877288,1.02652801,-0.491441967,1
-0.050078148,-0.479433662,0.270271214,-0.25145835,-0.181112127,-0.075927722,-0.038389106,-1.537051427,-0.201257889,-0.097581221,0.06383701,-0.116253814,0.005767965,-0.104707858,-0.237838477,-0.03502406,-0.236569593,-0.032486282,-0.104354497,-0.039466775,-0.113770432,-0.456698222,-0.05279768,-0.154603107,-0.187651543,0.380093601,-0.824992426,-0.738939117,0.551231831,-0.422686858,-0.278935787,0.795749354,-1.40242288,-0.69458804,0.448819823,-0.337476603,-0.908718969,1.119669212,-1.475282032,-0.225838376,0.432416149,-0.889095669,-0.374223814,0.039211124,-0.372492338,0.053263196,0.679964845,-1.149501272,-0.53183302,0.56021111,-0.77930735,-0.724130057,0.841894679,-0.530115184,-0.54347119,0.808090229,-0.802151088,-0.323331934,0.633348362,-1.208588885,-0.601765027,0.538609376,-0.252748553,-0.515737185,0.550521582,-0.439472575,1
-0.048918336,-0.34326605,0.070206806,0.025103434,-0.173347819,-0.122181701,-0.034960711,-1.224303497,-0.176305341,-0.091184038,0.666529282,-0.093406987,-0.100625567,-0.093060454,-0.204597682,-0.034915173,-0.20871589,-0.032450466,-0.306889588,-0.039302828,0.605185332,-0.434107509,-0.213020832,-0.153556669,-0.024995057,0.124284965,-0.743259044,-0.676418821,0.535389498,-0.493499264,-0.121736494,0.325022654,-1.053494371,-0.873475184,0.91558232,-0.865009427,-0.725887416,0.878219,-1.314988215,-0.146695998,0.541385373,-1.088227026,-0.18905172,0.244179007,-0.964348883,0.200278764,0.315828333,-1.210952259,-0.334719818,0.332796642,-0.909693564,-0.40829006,0.369771079,-0.663340867,-0.226330792,0.475184973,-0.884852144,-0.217960067,0.455396116,-1.075225591,-0.425839875,0.382740173,-0.528259779,-0.564004316,0.746119197,-0.76864278,1
-0.056769964,0.975381833,-1.021392705,0.119546023,-0.227039295,-0.076754672,-0.095618664,-0.280666178,-0.243394672,-0.106822596,0.127605686,-0.582448228,0.009919363,-0.102489304,-0.327835234,-0.035017911,-0.287282808,-0.032492398,-0.170776252,-0.039824448,-0.442662479,-0.816592214,-0.687306927,-0.155251451,0.677115577,0.626678456,-1.747829462,0.468243465,0.592709253,-1.550830784,-1.033677485,0.571377033,0.097141267,0.254811249,0.739091752,-1.354294351,-0.188983359,0.695232193,-1.827944418,0.32018357,0.353731275,-1.516994997,0.067107442,0.5856758,-1.455963068,-0.030991722,0.859611958,-1.76490324,0.861835006,0.268652242,-1.513779198,1.240457262,0.366408603,-0.43338568,0.314565794,0.45018089,-1.76699225,0.964123417,0.101922581,-1.758084513,0.034782961,0.670720245,-2.002667065,1.049229978,0.63435497,-1.669966279,1
-0.055723143,0.965970871,-0.959658296,-0.031296946,-0.202460629,-0.068273976,-0.024058731,-0.78374229,-0.210681295,-0.096750223,-0.050446912,-0.523509965,-0.05776542,-0.087177031,-0.316027798,-0.034846378,-0.28049494,-0.032438434,0.06357691,-0.039470915,-0.342403556,-0.85008971,-0.218033499,-0.155537932,0.960599521,-0.002909868,-1.670585463,0.669522332,0.113070342,-1.721876822,-1.12068235,0.573519717,0.3875771,0.812960301,0.344192093,-1.419658918,0.188884089,0.427711907,-2.113048595,0.467104757,0.311653775,-1.647671274,0.240360624,0.248520544,-1.442026603,0.398260495,-0.004716985,-1.454973373,1.074108608,-0.157023157,-1.723775451,1.417695737,0.409734115,-0.461558244,0.612195629,0.014555935,-1.69305853,1.111434602,0.093541477,-1.651901617,0.471192837,-0.245514509,-1.475021421,1.218058883,0.256926722,-2.054188929,1
-0.052844377,1.196664515,-1.018790764,-0.005142498,-0.165812137,-0.022457653,-0.065117255,0.50847699,-0.176890195,-0.06210015,-0.230454016,-0.499001246,0.021371355,-0.05082003,-0.279936303,-0.034375641,-0.24861216,-0.032294131,0.017382063,-0.039125251,0.147770667,-0.58092587,-0.526350815,-0.155302854,1.162763877,0.300674556,-1.558808435,0.890151476,-0.093506702,-2.24187424,-0.614290538,0.157687918,-0.088110729,0.851416429,0.275589195,-1.828604614,-0.011684038,0.696714104,-2.215278855,0.297612524,0.439483968,-1.700152877,0.180119621,0.547283459,-1.967438619,0.592433345,-0.088610892,-1.526286248,1.156018422,-0.13387523,-1.543611049,1.375021146,0.42951849,-1.010861966,0.638954973,0.223103706,-1.750247507,1.209372952,0.250372509,-1.291161592,0.432066375,0.199222222,-1.916077486,1.360076865,0.616116736,-1.268958636,1
-0.054361621,0.916241135,-0.838587463,0.028290611,-0.234656853,-0.092672672,-0.034283183,0.314993636,-0.253188792,-0.114602554,-0.060725385,-0.560839915,0.01269772,-0.096426764,-0.293408877,-0.034961562,-0.258191943,-0.032476402,0.055007816,-0.039848984,-0.568393951,-0.80306152,0.082223812,-0.153898862,1.265169469,0.039116263,-1.591901384,0.476307812,0.010246531,-1.57314392,-1.240185821,0.566569905,0.438832442,0.473142756,0.164386228,-1.575368167,0.232371229,0.142515084,-1.709905663,0.446056463,0.022738522,-1.435785073,-0.009149093,0.305917864,-1.246361516,0.690399555,-0.308815802,-1.217598195,1.064397703,0.054343305,-1.470223811,1.353527727,0.252747567,-1.028379642,0.788399116,-0.068776238,-1.614819889,1.011400191,0.086757187,-1.717060734,0.482491139,-0.017936037,-1.764813765,1.262021613,0.576244226,-1.506760441,1
